slug,embed_url,image_url,banner_url,title,description,category,orientation,quality_score,width,height,date_published,date_modified,namespace,id
train-artillery-adventure,https://play.gamepix.com/train-artillery-adventure/embed?sid=1,https://img.gamepix.com/games/train-artillery-adventure/icon/train-artillery-adventure.png?w=105,https://img.gamepix.com/games/train-artillery-adventure/cover/train-artillery-adventure.png?w=320,and collect resources to customize your train and enhance firepower. Test your reflexes and tactical skills across intense levels as you obliterate enemies with devastating precision.,all,0.7571299,800,,,,2024-12-31 13:07:36+00:00,,shooter,utilize diverse guns
ticktock-puzzle-challenge,https://play.gamepix.com/ticktock-puzzle-challenge/embed?sid=1,https://img.gamepix.com/games/ticktock-puzzle-challenge/icon/ticktock-puzzle-challenge.png?w=105,https://img.gamepix.com/games/ticktock-puzzle-challenge/cover/ticktock-puzzle-challenge.png?w=320,ensuring non-stop puzzle excitement.,all,0.39690926,800,,,,2024-12-31 13:06:50+00:00,,puzzle,this game keeps you entertained as you unlock new brain-teasing levels
cat-and-rabbit-holiday,https://play.gamepix.com/cat-and-rabbit-holiday/embed?sid=1,https://img.gamepix.com/games/cat-and-rabbit-holiday/icon/cat-and-rabbit-holiday.png?w=105,https://img.gamepix.com/games/cat-and-rabbit-holiday/cover/cat-and-rabbit-holiday.png?w=320,all with intuitive controls. Unleash your creativity and create heartwarming styles for this delightful duo against a snowy backdrop.,landscape,0.3902439,800,,,,2024-12-31 12:36:37+00:00,,animal,matching cozy outfits and charming accessories
christmas-tic-tac-toe,https://play.gamepix.com/christmas-tic-tac-toe/embed?sid=1,https://img.gamepix.com/games/christmas-tic-tac-toe/icon/christmas-tic-tac-toe.png?w=105,https://img.gamepix.com/games/christmas-tic-tac-toe/cover/christmas-tic-tac-toe.png?w=320,and embrace the cheerful holiday atmosphere as you strategize your path to victory.,portrait,0.70588235,600,,,,2024-12-19 12:28:30+00:00,,christmas,engaging rounds in both solo and multiplayer modes
flower-matching,https://play.gamepix.com/flower-matching/embed?sid=1,https://img.gamepix.com/games/flower-matching/icon/flower-matching.png?w=105,https://img.gamepix.com/games/flower-matching/cover/flower-matching.png?w=320,enjoy a soothing journey filled with delightful puzzles and the relaxing charm of a constantly blossoming world. Let your creativity bloom!,portrait,0.29176831,600,,,,2024-12-18 17:37:23+00:00,,match-3,unlocking cascades of beauty. With each completed arrangement
math-king,https://play.gamepix.com/math-king/embed?sid=1,https://img.gamepix.com/games/math-king/icon/math-king.png?w=105,https://img.gamepix.com/games/math-king/cover/math-king.png?w=320,as every correct answer fuels your journey and every mistake tests your resolve. Keep your wits about you to excel!,portrait,0.48979592,600,,,,2024-12-18 13:39:45+00:00,,math,where quick math solutions power your speed and collect tasty apples. Sharpen your skills against dynamic challenges in this exciting run that combines mental acrobatics with thrilling gameplay
pollinator,https://play.gamepix.com/pollinator/embed?sid=1,https://img.gamepix.com/games/pollinator/icon/pollinator.png?w=105,https://img.gamepix.com/games/pollinator/cover/pollinator.png?w=320,collecting pollen to bloom flowers. Swift reflexes are key to dodging persistent foes while your auto-shooting aids in defense. Master multitasking and strategy in this exhilarating and action-packed floral quest.,landscape,0.48979592,800,,,,2024-12-18 11:49:23+00:00,,casual,arcade adventure where you buzz through colorful levels
stick-vs-zombies-epic-battle,https://play.gamepix.com/stick-vs-zombies-epic-battle/embed?sid=1,https://img.gamepix.com/games/stick-vs-zombies-epic-battle/icon/stick-vs-zombies-epic-battle.png?w=105,https://img.gamepix.com/games/stick-vs-zombies-epic-battle/cover/stick-vs-zombies-epic-battle.png?w=320,apocalyptic challenges. Victory awaits the bold.,landscape,0.85778151,800,,,,2024-12-16 13:48:01+00:00,,fighting,employing quick reflexes and tactical maneuvers to conquer thrilling
jungle-parkour,https://play.gamepix.com/jungle-parkour/embed?sid=1,https://img.gamepix.com/games/jungle-parkour/icon/jungle-parkour.png?w=105,https://img.gamepix.com/games/jungle-parkour/cover/jungle-parkour.png?w=320,collecting special items that boost your journey. Experience retro-style graphics and adrenaline-pumping gameplay in this thrilling arcade escapade.,portrait,0.48979592,600,,,,2024-12-16 12:27:38+00:00,,platformer,an endless runner adventure packed with obstacles and wild creatures. Master simple controls to leap and slide through treacherous paths
santa-car-cookie,https://play.gamepix.com/santa-car-cookie/embed?sid=1,https://img.gamepix.com/games/santa-car-cookie/icon/santa-car-cookie.png?w=105,https://img.gamepix.com/games/santa-car-cookie/cover/santa-car-cookie.png?w=320,guide Santa safely home. Discover new costumes to keep his journey fresh while delivering holiday cheer on this exciting adventure.,landscape,0.3902439,800,,,,2024-12-16 12:20:07+00:00,,christmas,collecting cookies and navigating obstacles in a festive sleigh ride. With intuitive controls and the thrill of double jumps
christmas-deer,https://play.gamepix.com/christmas-deer/embed?sid=1,https://img.gamepix.com/games/christmas-deer/icon/christmas-deer.png?w=105,https://img.gamepix.com/games/christmas-deer/cover/christmas-deer.png?w=320,unlocking special costumes along the way. Navigate carefully and experience this enchanting seasonal adventure.,landscape,0.24242424,800,,,,2024-12-16 12:13:06+00:00,,christmas,collecting stockings while dodging cliffs and obstacles. Enjoy the holiday spirit as you help the reindeer find Santa
terraformer,https://play.gamepix.com/terraformer/embed?sid=1,https://img.gamepix.com/games/terraformer/icon/terraformer.png?w=105,https://img.gamepix.com/games/terraformer/cover/terraformer.png?w=320,let your imagination soar as you fine-tune every detail of your personal paradise.,landscape,0.48979592,800,,,,2024-12-16 11:53:29+00:00,,building,where you sculpt breathtaking 3D landscapes with ease. Drag-and-drop mechanics and rich block variety empower you to craft vivid environments. From serene beaches to rugged mountains
find-the-ball-game,https://play.gamepix.com/find-the-ball-game/embed?sid=1,https://img.gamepix.com/games/find-the-ball-game/icon/find-the-ball-game.png?w=105,https://img.gamepix.com/games/find-the-ball-game/cover/find-the-ball-game.png?w=320,perfect for honing your focus and memory.,landscape,0.44369033,800,,,,2024-12-16 11:40:56+00:00,,brain,this engaging game offers a delightful blend of challenge and excitement
sprunki-popit,https://play.gamepix.com/sprunki-popit/embed?sid=1,https://img.gamepix.com/games/sprunki-popit/icon/sprunki-popit.png?w=105,https://img.gamepix.com/games/sprunki-popit/cover/sprunki-popit.png?w=320,fast-paced bubble-popping mania invites players of all ages to enjoy its addictive simplicity and delightful chaos. Dive in and pop away!,portrait,0.59016393,600,,,,2024-12-13 15:40:27+00:00,,addictive,a colorful arcade adventure where you pop bubbles with lightning-fast reflexes. Navigate through obstacles and conquer increasingly challenging levels. This vibrant
candy-man-shooting,https://play.gamepix.com/candy-man-shooting/embed?sid=1,https://img.gamepix.com/games/candy-man-shooting/icon/candy-man-shooting.png?w=105,https://img.gamepix.com/games/candy-man-shooting/cover/candy-man-shooting.png?w=320,this delightful mix of action and creativity provides endless fun for all ages.,all,0.29176831,800,,,,2024-12-13 13:33:13+00:00,,shooter,"where you""""ll navigate vibrant landscapes armed with a versatile water gun. Capture enemies and solve puzzles using innovative bubble mechanics. With charming visuals and intuitive gameplay"
christmas-gift-match,https://play.gamepix.com/christmas-gift-match/embed?sid=1,https://img.gamepix.com/games/christmas-gift-match/icon/christmas-gift-match.png?w=105,https://img.gamepix.com/games/christmas-gift-match/cover/christmas-gift-match.png?w=320,perfect for bringing the spirit of Christmas to life.,landscape,0.52830189,800,,,,2024-12-13 10:33:28+00:00,,christmas,each level offers festive fun and challenges
lonely-shark-frenzy,https://play.gamepix.com/lonely-shark-frenzy/embed?sid=1,https://img.gamepix.com/games/lonely-shark-frenzy/icon/lonely-shark-frenzy.png?w=105,https://img.gamepix.com/games/lonely-shark-frenzy/cover/lonely-shark-frenzy.png?w=320,mastering intuitive controls for a continuously thrilling and addictive experience beneath the waves.,all,0.29321609,800,,,,2024-12-12 15:54:01+00:00,,sharks,"hunting prey to evolve into the ocean""""s top predator. Grow in strength with each bite"
headless-joe,https://play.gamepix.com/headless-joe/embed?sid=1,https://img.gamepix.com/games/headless-joe/icon/headless-joe.png?w=105,https://img.gamepix.com/games/headless-joe/cover/headless-joe.png?w=320,this game offers hours of brain-teasing fun for all ages.,landscape,0.48979592,800,,,,2024-12-12 15:31:07+00:00,,robots,a charming robot on a quest to reclaim his lost head. Solve intricate puzzles in a vibrant construction site filled with clever mechanics and obstacles. With delightful physics-based challenges
tilting-maze,https://play.gamepix.com/tilting-maze/embed?sid=1,https://img.gamepix.com/games/tilting-maze/icon/tilting-maze.png?w=105,https://img.gamepix.com/games/tilting-maze/cover/tilting-maze.png?w=320,demanding precise control and strategic thinking. Immerse yourself in this addictive experience that tests your skill and patience at every unpredictable turn.,landscape,0.44444444,800,,,,2024-12-12 15:23:23+00:00,,puzzle,where every tilt unveils a new puzzle. Challenge your mind with procedurally generated mazes and realistic physics
santa-dentist,https://play.gamepix.com/santa-dentist/embed?sid=1,https://img.gamepix.com/games/santa-dentist/icon/santa-dentist.png?w=105,https://img.gamepix.com/games/santa-dentist/cover/santa-dentist.png?w=320,family-friendly adventure filled with seasonal fun.,portrait,0.53302472,600,,,,2024-12-12 14:56:15+00:00,,christmas,every task brings joy and earns points. Embrace holiday cheer with interactive tools and an array of whimsical patients in this vibrant
classic-chess-duel,https://play.gamepix.com/classic-chess-duel/embed?sid=1,https://img.gamepix.com/games/classic-chess-duel/icon/classic-chess-duel.png?w=105,https://img.gamepix.com/games/classic-chess-duel/cover/classic-chess-duel.png?w=320,or engage in thrilling global matches. Conquer the board with tactical precision and outsmart opponents in this immersive chess experience perfect for all skill levels.,portrait,0.52830189,600,,,,2024-12-12 14:34:03+00:00,,chess,test your skills with strategic puzzles
hexa-eliminate-monsters,https://play.gamepix.com/hexa-eliminate-monsters/embed?sid=1,https://img.gamepix.com/games/hexa-eliminate-monsters/icon/hexa-eliminate-monsters.png?w=105,https://img.gamepix.com/games/hexa-eliminate-monsters/cover/hexa-eliminate-monsters.png?w=320,challenging your wits as you progress through increasingly difficult levels. Do you have what it takes?,all,0.48979592,800,,,,2024-12-11 17:17:18+00:00,,block,forming lines to unleash attacks on formidable foes. Each color unveils unique powers
be-the-king-of-football,https://play.gamepix.com/be-the-king-of-football/embed?sid=1,https://img.gamepix.com/games/be-the-king-of-football/icon/be-the-king-of-football.png?w=105,https://img.gamepix.com/games/be-the-king-of-football/cover/be-the-king-of-football.png?w=320,and rise to claim the prestigious championship title.,landscape,0.56140351,800,,,,2024-12-11 10:59:40+00:00,,soccer,master the art of play
christmas-tree-clicker,https://play.gamepix.com/christmas-tree-clicker/embed?sid=1,https://img.gamepix.com/games/christmas-tree-clicker/icon/christmas-tree-clicker.png?w=105,https://img.gamepix.com/games/christmas-tree-clicker/cover/christmas-tree-clicker.png?w=320,earning points even offline. The cheerful graphics and joyful soundtrack capture the magic of the season in this addictive idle adventure.,landscape,0.47301531,800,,,,2024-12-10 17:14:10+00:00,,christmas,festive tree farm! Cultivate your holiday spirit by growing and upgrading vibrant Christmas trees
russian-checkers,https://play.gamepix.com/russian-checkers/embed?sid=1,https://img.gamepix.com/games/russian-checkers/icon/russian-checkers.png?w=105,https://img.gamepix.com/games/russian-checkers/cover/russian-checkers.png?w=320,and emotive gameplay. Engage in diverse time modes and difficulty levels while honing your skills and having fun every step of the way.,all,0.44369033,800,,,,2024-12-09 18:50:19+00:00,,checkers,insightful analysis
sprunki-pop-it,https://play.gamepix.com/sprunki-pop-it/embed?sid=1,https://img.gamepix.com/games/sprunki-pop-it/icon/sprunki-pop-it.png?w=105,https://img.gamepix.com/games/sprunki-pop-it/cover/sprunki-pop-it.png?w=320,and aim high with strategic pops. Perfect for thrill-seekers or those who relish satisfying bubble pops.,portrait,0.60693026,600,,,,2024-12-09 18:23:05+00:00,,clicker,overcome tricky obstacles
paper-ant,https://play.gamepix.com/paper-ant/embed?sid=1,https://img.gamepix.com/games/paper-ant/icon/paper-ant.png?w=105,https://img.gamepix.com/games/paper-ant/cover/paper-ant.png?w=320,Paper Ant captivates players of all ages seeking thoughtful exploration.,landscape,0.52343341,800,,,,2024-12-09 18:17:19+00:00,,puzzle,visually charming adventure. With intuitive controls and playful design
kiwi-clicker,https://play.gamepix.com/kiwi-clicker/embed?sid=1,https://img.gamepix.com/games/kiwi-clicker/icon/kiwi-clicker.png?w=105,https://img.gamepix.com/games/kiwi-clicker/cover/kiwi-clicker.png?w=320,ensuring endless growth and excitement even when offline.,landscape,0.24242424,800,,,,2024-12-09 15:35:37+00:00,,clicker,where your clicking prowess builds a thriving kiwi bird empire. Balance active tapping with strategic upgrades to boost your count and automate production. Enjoy charming visuals and secure your progress
paint-tomato,https://play.gamepix.com/paint-tomato/embed?sid=1,https://img.gamepix.com/games/paint-tomato/icon/paint-tomato.png?w=105,https://img.gamepix.com/games/paint-tomato/cover/paint-tomato.png?w=320,each level demands precision and quick thinking as every second ticks away toward pixelated chaos.,all,0.29176831,800,,,,2024-12-06 15:00:44+00:00,,puzzle,skillfully matching hues to solve vibrant puzzles. With escalating difficulty and intuitive controls
i-want-to-be-king,https://play.gamepix.com/i-want-to-be-king/embed?sid=1,https://img.gamepix.com/games/i-want-to-be-king/icon/i-want-to-be-king.png?w=105,https://img.gamepix.com/games/i-want-to-be-king/cover/i-want-to-be-king.png?w=320,unexpected outcomes.,landscape,0.82115437,800,,,,2024-11-28 18:31:25+00:00,,casual,every decision and action leads to thrilling
neon-fall-ball,https://play.gamepix.com/neon-fall-ball/embed?sid=1,https://img.gamepix.com/games/neon-fall-ball/icon/neon-fall-ball.png?w=105,https://img.gamepix.com/games/neon-fall-ball/cover/neon-fall-ball.png?w=320,this captivating arcade adventure challenges and enthralls as you strive for high scores.,portrait,0.39518488,600,,,,2024-11-28 18:14:19+00:00,,arcade,where quick reflexes and sharp focus are your greatest allies. Guide your platform to catch matching neon balls while dodging others. With increasing speed and vibrant visuals
angry-ball,https://play.gamepix.com/angry-ball/embed?sid=1,https://img.gamepix.com/games/angry-ball/icon/angry-ball.png?w=105,https://img.gamepix.com/games/angry-ball/cover/angry-ball.png?w=320,and enjoy endless fun right from your browser in this addictive test of skill and precision.,portrait,0.34737797,600,,,,2024-11-28 17:54:06+00:00,,arcade,set new records
liquid-sorting,https://play.gamepix.com/liquid-sorting/embed?sid=1,https://img.gamepix.com/games/liquid-sorting/icon/liquid-sorting.png?w=105,https://img.gamepix.com/games/liquid-sorting/cover/liquid-sorting.png?w=320,offering endless engaging challenges right in your browser. Perfect for sharpening your mind while having fun!,portrait,0.32432432,600,,,,2024-11-28 17:47:03+00:00,,arcade,where you arrange vibrant liquids by color with intuitive taps. Navigate increasingly intricate puzzles with strategic planning and keen logic. Each progressive level escalates in complexity
skull-way,https://play.gamepix.com/skull-way/embed?sid=1,https://img.gamepix.com/games/skull-way/icon/skull-way.png?w=105,https://img.gamepix.com/games/skull-way/cover/skull-way.png?w=320,aim to surpass your records in this thrilling browser-based adventure.,portrait,0.3902439,600,,,,2024-11-28 17:41:19+00:00,,arcade,each more cunning than the last. With escalating speed and dynamic challenges
bounce-odyssey,https://play.gamepix.com/bounce-odyssey/embed?sid=1,https://img.gamepix.com/games/bounce-odyssey/icon/bounce-odyssey.png?w=105,https://img.gamepix.com/games/bounce-odyssey/cover/bounce-odyssey.png?w=320,ever-changing world. Master precise jumps to navigate platforms and dodge obstacles as the pace accelerates. Compete for high scores in this addictive challenge sure to test your timing and skill.,landscape,0.29176831,800,,,,2024-11-28 09:34:20+00:00,,runner,where your quick reflexes guide a lively ball through a vibrant
clone-runner,https://play.gamepix.com/clone-runner/embed?sid=1,https://img.gamepix.com/games/clone-runner/icon/clone-runner.png?w=105,https://img.gamepix.com/games/clone-runner/cover/clone-runner.png?w=320,where every tap could lead to triumph or chaos!,all,0.29176831,800,,,,2024-11-28 09:22:37+00:00,,runner,pushing your reflexes to the limit. Strategically generate clones to navigate intricate obstacle courses with increasing complexity and speed. Unleash your sharp timing and quick decision-making in this browser-based adventure
balls-sorter-puzzle,https://play.gamepix.com/balls-sorter-puzzle/embed?sid=1,https://img.gamepix.com/games/balls-sorter-puzzle/icon/balls-sorter-puzzle.png?w=105,https://img.gamepix.com/games/balls-sorter-puzzle/cover/balls-sorter-puzzle.png?w=320,every level offers a brain-bending journey toward becoming a master sorter.,all,0.32432432,800,,,,2024-11-28 09:12:50+00:00,,puzzle,where vibrant colors meet strategic challenges. Test your logic and hone your skills by carefully organizing colored balls into their matching tubes. With escalating difficulty and engaging gameplay
bubble-sniper,https://play.gamepix.com/bubble-sniper/embed?sid=1,https://img.gamepix.com/games/bubble-sniper/icon/bubble-sniper.png?w=105,https://img.gamepix.com/games/bubble-sniper/cover/bubble-sniper.png?w=320,no downloads needed.,portrait,0.29176831,600,,,,2024-11-27 15:31:16+00:00,,arcade,aim high to become the ultimate bubble sniper—all in your web browser
football-master-arcade,https://play.gamepix.com/football-master-arcade/embed?sid=1,https://img.gamepix.com/games/football-master-arcade/icon/football-master-arcade.png?w=105,https://img.gamepix.com/games/football-master-arcade/cover/football-master-arcade.png?w=320,perfect for testing and refining your precision.,portrait,0.33596194,600,,,,2024-11-27 15:24:39+00:00,,arcade,with increasing target speed and distance. Compete for leaderboard dominance in this browser-based thrill
golf-arcade,https://play.gamepix.com/golf-arcade/embed?sid=1,https://img.gamepix.com/games/golf-arcade/icon/golf-arcade.png?w=105,https://img.gamepix.com/games/golf-arcade/cover/golf-arcade.png?w=320,testing your precision and skill. Aim for the leaderboard and experience all the excitement straight from your browser.,landscape,0.37445874,800,,,,2024-11-27 14:15:46+00:00,,golf,where mini-golf collides with thrilling arcade challenge. Perfect your strategy to navigate imaginative courses filled with tricky obstacles. Each level increases in complexity
three-cups-game,https://play.gamepix.com/three-cups-game/embed?sid=1,https://img.gamepix.com/games/three-cups-game/icon/three-cups-game.png?w=105,https://img.gamepix.com/games/three-cups-game/cover/three-cups-game.png?w=320,yet profoundly addictive mental adventure. How sharp is your attention?,all,0.9079854,800,,,,2024-11-27 10:48:43+00:00,,memory,where precision and strategy meet. Track the elusive cup hiding surprises as the pace intensifies with each level. Unveil secrets and celebrate each win in this deceptively simple
puzzle-platformer-coin-collector-game,https://play.gamepix.com/puzzle-platformer-coin-collector-game/embed?sid=1,https://img.gamepix.com/games/puzzle-platformer-coin-collector-game/icon/puzzle-platformer-coin-collector-game.png?w=105,https://img.gamepix.com/games/puzzle-platformer-coin-collector-game/cover/puzzle-platformer-coin-collector-game.png?w=320,demanding quick thinking and smart maneuvers to reach the ultimate exit.,all,0.24242424,800,,,,2024-11-27 10:22:05+00:00,,platformer,captivating challenge
beach-bash,https://play.gamepix.com/beach-bash/embed?sid=1,https://img.gamepix.com/games/beach-bash/icon/beach-bash.png?w=105,https://img.gamepix.com/games/beach-bash/cover/beach-bash.png?w=320,this dynamic escapade promises endless fun and delightful surprises for all ages.,landscape,0.32432432,800,,,,2024-11-27 10:03:08+00:00,,casual,collecting hidden treasures while dodging spirited seagulls and tricky obstacles. With charming visuals and a race to climb the leaderboard
wood-chopping-game,https://play.gamepix.com/wood-chopping-game/embed?sid=1,https://img.gamepix.com/games/wood-chopping-game/icon/wood-chopping-game.png?w=105,https://img.gamepix.com/games/wood-chopping-game/cover/wood-chopping-game.png?w=320,dodging tricky branches. Enjoy delightful graphics and captivating sounds in this endlessly engaging and addictive chopping adventure. ,all,0.81957362,800,,,,2024-11-26 16:43:08+00:00,,casual,where quick reflexes and sharp timing are crucial. Embody a determined lumberjack as you chop through vibrant forests
dodge,https://play.gamepix.com/dodge/embed?sid=1,https://img.gamepix.com/games/dodge/icon/dodge.png?w=105,https://img.gamepix.com/games/dodge/cover/dodge.png?w=320,and aim for the top score in this exhilarating survival showdown. Can you master the art of dodging?,all,0.61538462,800,,,,2024-11-26 15:35:34+00:00,,arcade,hone your strategic movement
hold-on,https://play.gamepix.com/hold-on/embed?sid=1,https://img.gamepix.com/games/hold-on/icon/hold-on.png?w=105,https://img.gamepix.com/games/hold-on/cover/hold-on.png?w=320,browser-based arcade experience.,portrait,0.24242424,600,,,,2024-11-26 12:37:41+00:00,,arcade,as difficulty ramps up with each second. Compete for high scores in a fast-paced
blocks-connector,https://play.gamepix.com/blocks-connector/embed?sid=1,https://img.gamepix.com/games/blocks-connector/icon/blocks-connector.png?w=105,https://img.gamepix.com/games/blocks-connector/cover/blocks-connector.png?w=320,dive in and unleash your logical prowess as the ultimate connector.,portrait,0.32432432,600,,,,2024-11-25 16:53:01+00:00,,puzzle,where you link colorful blocks without crossing paths. Perfectly blend relaxation with brain-teasing challenges as grids grow in complexity. Ideal for both casual fun and competitive score-chasing
blocks-and-lines-puzzle,https://play.gamepix.com/blocks-and-lines-puzzle/embed?sid=1,https://img.gamepix.com/games/blocks-and-lines-puzzle/icon/blocks-and-lines-puzzle.png?w=105,https://img.gamepix.com/games/blocks-and-lines-puzzle/cover/blocks-and-lines-puzzle.png?w=320,making it ideal for fans of brain-teasing fun. Perfect for a seamless family gaming experience in your browser.,portrait,0.32432432,600,,,,2024-11-25 16:06:07+00:00,,puzzle,apply clever strategies to conquer delightful grids
fruit-merger,https://play.gamepix.com/fruit-merger/embed?sid=1,https://img.gamepix.com/games/fruit-merger/icon/fruit-merger.png?w=105,https://img.gamepix.com/games/fruit-merger/cover/fruit-merger.png?w=320,progressing by combining identical fruits into unexpected varieties while managing an ever-expanding board. Simple controls and captivating visuals promise a delightful gaming experience that friends will love sharing.,portrait,0.61538462,600,,,,2024-11-25 14:36:31+00:00,,fashion,where merging colorful fruits is your key to unlocking endless fun. Engage in strategic puzzles
santa-whack-a-mole,https://play.gamepix.com/santa-whack-a-mole/embed?sid=1,https://img.gamepix.com/games/santa-whack-a-mole/icon/santa-whack-a-mole.png?w=105,https://img.gamepix.com/games/santa-whack-a-mole/cover/santa-whack-a-mole.png?w=320,fast-paced arcade adventure.,landscape,0.44444444,800,,,,2024-11-25 14:26:42+00:00,,christmas,challenging you to score big by quickly tapping them. Spot the occasional Santa for bonus points and compete with friends for the highest score in this festive
3d-match-puzzle-mania,https://play.gamepix.com/3d-match-puzzle-mania/embed?sid=1,https://img.gamepix.com/games/3d-match-puzzle-mania/icon/3d-match-puzzle-mania.png?w=105,https://img.gamepix.com/games/3d-match-puzzle-mania/cover/3d-match-puzzle-mania.png?w=320,and adjust difficulty for the perfect match. Unleash special abilities and immerse yourself in non-stop puzzle excitement.,portrait,0.32432432,600,,,,2024-11-25 13:54:31+00:00,,puzzle,tackle thrilling daily challenges
drawing-squares,https://play.gamepix.com/drawing-squares/embed?sid=1,https://img.gamepix.com/games/drawing-squares/icon/drawing-squares.png?w=105,https://img.gamepix.com/games/drawing-squares/cover/drawing-squares.png?w=320,mind-bending fun that sharpens logic and strategy.,landscape,0.512345678901234,800,,,,2024-11-22 15:17:07+00:00,,brain,a clever twist on dots and boxes. Engage in strategic battles as you connect lines to form more squares than your opponent. Every draw tests your wit and foresight. Outmaneuver your rivals for endless
santagames,https://play.gamepix.com/santagames/embed?sid=1,https://img.gamepix.com/games/santagames/icon/santagames.png?w=105,https://img.gamepix.com/games/santagames/cover/santagames.png?w=320,it promises joyful fun for all ages. Perfectly capture the holiday spirit!,landscape,0.56140351,800,,,,2024-11-22 15:11:03+00:00,,christmas,where you guide Santa in popping vibrant Christmas balloons. Delight in cheerful music and enchanting visuals while tapping away. With easy controls and endless levels
jigsaw-cube-puzzles-collect-fun-christmas-images,https://play.gamepix.com/jigsaw-cube-puzzles-collect-fun-christmas-images/embed?sid=1,https://img.gamepix.com/games/jigsaw-cube-puzzles-collect-fun-christmas-images/icon/jigsaw-cube-puzzles-collect-fun-christmas-images.png?w=105,https://img.gamepix.com/games/jigsaw-cube-puzzles-collect-fun-christmas-images/cover/jigsaw-cube-puzzles-collect-fun-christmas-images.png?w=320,making each puzzle a rewarding celebration of seasonal cheer.,all,0.24242424,800,,,,2024-11-22 11:05:28+00:00,,jigsaw-puzzles,combining strategy with a joyful holiday atmosphere. Rotate with precision and match patterns to reveal delightful images
k-i-m,https://play.gamepix.com/k-i-m/embed?sid=1,https://img.gamepix.com/games/k-i-m/icon/k-i-m.png?w=105,https://img.gamepix.com/games/k-i-m/cover/k-i-m.png?w=320,ensuring every match remains unpredictable and thrilling. Embrace dynamic skirmishes and outwit your opponent through skillful adaptation.,landscape,0.512345678901234,800,,,,2024-11-22 10:19:20+00:00,,multiplayer,challenging players to master quick offensive and defensive maneuvers. Fast-paced three-minute battles brim with diverse weapons and strategic power-ups
cook-bus-master-pro,https://play.gamepix.com/cook-bus-master-pro/embed?sid=1,https://img.gamepix.com/games/cook-bus-master-pro/icon/cook-bus-master-pro.png?w=105,https://img.gamepix.com/games/cook-bus-master-pro/cover/cook-bus-master-pro.png?w=320,and nurture your café into an empire. Can you satisfy the hunger of every patron?,landscape,0.32432432,800,,,,2024-11-22 09:07:57+00:00,,cooking,create culinary masterpieces
fire-monster-shooter,https://play.gamepix.com/fire-monster-shooter/embed?sid=1,https://img.gamepix.com/games/fire-monster-shooter/icon/fire-monster-shooter.png?w=105,https://img.gamepix.com/games/fire-monster-shooter/cover/fire-monster-shooter.png?w=320,demanding razor-sharp reflexes and clever tactics. Are you ready to blaze through and conquer this thrilling arcade adventure?,portrait,0.48979592,600,,,,2024-11-21 10:21:45+00:00,,shooter,jumping and hurling fireballs to break walls. Perfect your timing and strategy as challenges escalate
idle-hockey-challenge-3d-pro,https://play.gamepix.com/idle-hockey-challenge-3d-pro/embed?sid=1,https://img.gamepix.com/games/idle-hockey-challenge-3d-pro/icon/idle-hockey-challenge-3d-pro.png?w=105,https://img.gamepix.com/games/idle-hockey-challenge-3d-pro/cover/idle-hockey-challenge-3d-pro.png?w=320,this game offers a thrilling shot at ice rink fame for players seeking to break records and achieve glory.,landscape,0.42632722,800,,,,2024-11-20 16:19:13+00:00,,hockey,increasing challenges. With stunning 3D visuals and addictively skillful gameplay
juicy-tic-tac-toe,https://play.gamepix.com/juicy-tic-tac-toe/embed?sid=1,https://img.gamepix.com/games/juicy-tic-tac-toe/icon/juicy-tic-tac-toe.png?w=105,https://img.gamepix.com/games/juicy-tic-tac-toe/cover/juicy-tic-tac-toe.png?w=320,refreshed for endless fun across devices. Let the fruity showdown begin!,portrait,0.24242424,600,,,,2024-11-20 13:51:24+00:00,,board,facing off against cunning AI or a friend. Enjoy seamless gameplay and captivating visuals in this timeless classic
cube-to-cube,https://play.gamepix.com/cube-to-cube/embed?sid=1,https://img.gamepix.com/games/cube-to-cube/icon/cube-to-cube.png?w=105,https://img.gamepix.com/games/cube-to-cube/cover/cube-to-cube.png?w=320,colorful experience while climbing the global leaderboard. Will you rise to stacking supremacy?,portrait,0.32432432,600,,,,2024-11-20 10:48:00+00:00,,arcade,conquering increasingly challenging levels. Immerse yourself in this addictive
colors-sorter,https://play.gamepix.com/colors-sorter/embed?sid=1,https://img.gamepix.com/games/colors-sorter/icon/colors-sorter.png?w=105,https://img.gamepix.com/games/colors-sorter/cover/colors-sorter.png?w=320,only clever thinkers will master this endlessly entertaining puzzle world. Can you rise to the occasion?,all,0.3902439,800,,,,2024-11-20 10:12:44+00:00,,arcade,where vibrant hues and strategic depth collide. Skillfully maneuver and match colorful balls with intuitive swipes. Conquer escalating challenges that test your reflexes and cunning. As complexity rises
cartoon-pimple-pop,https://play.gamepix.com/cartoon-pimple-pop/embed?sid=1,https://img.gamepix.com/games/cartoon-pimple-pop/icon/cartoon-pimple-pop.png?w=105,https://img.gamepix.com/games/cartoon-pimple-pop/cover/cartoon-pimple-pop.png?w=320,utilizing a variety of tools to clear diverse pimple types. Each level brings fresh fun with escalating complexities and colorful antics.,portrait,0.52830189,600,,,,2024-11-20 10:08:03+00:00,,arcade,where humor meets strategy in a vivid world. Tackle unpredictable celebrity blemishes with simple yet addictive mechanics. Navigate quirky challenges
